"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute","name"
"174","Golden State Warriors","12/7/16","2016",2,2,4,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",-240,16,22,"andre-iguodala"
"175","Golden State Warriors","12/7/16","2016",4,10,6,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",159,200,38,"andre-iguodala"
"176","Golden State Warriors","12/5/16","2016",2,1,58,"shot_no","Jump Shot","2PT Field Goal",18,"Indiana Pacers",-137,124,23,"andre-iguodala"
"177","Golden State Warriors","12/3/16","2016",2,8,26,"shot_no","Jump Shot","2PT Field Goal",7,"Phoenix Suns",-74,28,16,"andre-iguodala"
"178","Golden State Warriors","12/3/16","2016",1,1,48,"shot_no","Jump Shot","2PT Field Goal",17,"Phoenix Suns",135,116,11,"andre-iguodala"
"179","Golden State Warriors","12/1/16","2016",3,4,39,"shot_no","Jump Shot","3PT Field Goal",23,"Houston Rockets",233,28,32,"andre-iguodala"
"180","Golden State Warriors","12/1/16","2016",2,4,13,"shot_yes","Jump Shot","3PT Field Goal",23,"Houston Rockets",-227,43,20,"andre-iguodala"
"181","Golden State Warriors","11/28/16","2016",4,2,28,"shot_no","Jump Shot","3PT Field Goal",22,"Atlanta Hawks",227,23,46,"andre-iguodala"
"182","Golden State Warriors","11/28/16","2016",3,1,26,"shot_no","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",110,229,35,"andre-iguodala"
"183","Golden State Warriors","11/28/16","2016",3,0,26,"shot_no","Jump Shot","3PT Field Goal",22,"Atlanta Hawks",-228,21,36,"andre-iguodala"
"184","Golden State Warriors","11/28/16","2016",4,9,9,"shot_no","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",233,67,39,"andre-iguodala"
"185","Golden State Warriors","11/26/16","2016",3,3,14,"shot_no","Jump Shot","2PT Field Goal",4,"Minnesota Timberwolves",6,43,33,"andre-iguodala"
"186","Golden State Warriors","11/26/16","2016",2,3,50,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-181,183,21,"andre-iguodala"
"187","Golden State Warriors","11/25/16","2016",2,10,31,"shot_yes","Jump Shot","2PT Field Goal",16,"Los Angeles Lakers",-153,72,14,"andre-iguodala"
"188","Golden State Warriors","11/25/16","2016",3,2,45,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",187,163,34,"andre-iguodala"
"189","Golden State Warriors","11/23/16","2016",3,0,33,"shot_no","Jump Shot","3PT Field Goal",23,"Los Angeles Lakers",236,31,36,"andre-iguodala"
"190","Golden State Warriors","11/23/16","2016",4,10,49,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",114,232,38,"andre-iguodala"
"191","Golden State Warriors","11/23/16","2016",2,9,40,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",177,178,15,"andre-iguodala"
"192","Golden State Warriors","11/21/16","2016",1,1,57,"shot_yes","Jump Shot","3PT Field Goal",24,"Indiana Pacers",212,124,11,"andre-iguodala"
"193","Golden State Warriors","11/21/16","2016",3,2,29,"shot_yes","Jump Shot","3PT Field Goal",23,"Indiana Pacers",233,-26,34,"andre-iguodala"
"194","Golden State Warriors","11/21/16","2016",3,4,40,"shot_yes","Jump Shot","3PT Field Goal",23,"Indiana Pacers",232,-11,32,"andre-iguodala"
"195","Golden State Warriors","11/21/16","2016",2,2,35,"shot_no","Jump Shot","3PT Field Goal",26,"Indiana Pacers",87,247,22,"andre-iguodala"
"196","Golden State Warriors","11/21/16","2016",3,1,16,"shot_no","Jump Shot","3PT Field Goal",23,"Indiana Pacers",-233,-6,35,"andre-iguodala"
"197","Golden State Warriors","11/19/16","2016",2,11,17,"shot_yes","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",212,149,13,"andre-iguodala"
"198","Golden State Warriors","11/19/16","2016",4,9,47,"shot_no","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",222,111,39,"andre-iguodala"
"199","Golden State Warriors","11/19/16","2016",3,0,0,"shot_no","Jump Shot","3PT Field Goal",40,"Milwaukee Bucks",-99,391,36,"andre-iguodala"
"200","Golden State Warriors","11/19/16","2016",2,2,5,"shot_no","Jump Shot","2PT Field Goal",17,"Milwaukee Bucks",140,100,22,"andre-iguodala"
"201","Golden State Warriors","11/19/16","2016",2,10,49,"shot_yes","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",-245,2,14,"andre-iguodala"
"202","Golden State Warriors","11/19/16","2016",4,9,19,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",-238,95,39,"andre-iguodala"
"203","Golden State Warriors","11/18/16","2016",2,11,46,"shot_no","Jump Shot","2PT Field Goal",16,"Boston Celtics",-47,159,13,"andre-iguodala"
"204","Golden State Warriors","11/18/16","2016",3,2,19,"shot_no","Jump Shot","3PT Field Goal",25,"Boston Celtics",76,242,34,"andre-iguodala"
"205","Golden State Warriors","11/16/16","2016",1,5,40,"shot_yes","Jump Shot","3PT Field Goal",25,"Toronto Raptors",-91,239,7,"andre-iguodala"
"206","Golden State Warriors","11/16/16","2016",4,9,20,"shot_yes","Jump Shot","3PT Field Goal",23,"Toronto Raptors",-237,-11,39,"andre-iguodala"
"207","Golden State Warriors","11/13/16","2016",4,7,47,"shot_no","Jump Shot","3PT Field Goal",25,"Phoenix Suns",105,228,41,"andre-iguodala"
"208","Golden State Warriors","11/13/16","2016",2,8,10,"shot_no","Jump Shot","3PT Field Goal",25,"Phoenix Suns",189,169,16,"andre-iguodala"
"209","Golden State Warriors","11/10/16","2016",2,9,54,"shot_no","Jump Shot","2PT Field Goal",16,"Denver Nuggets",-50,159,15,"andre-iguodala"
"210","Golden State Warriors","11/10/16","2016",2,2,58,"shot_no","Jump Shot","3PT Field Goal",26,"Denver Nuggets",181,193,22,"andre-iguodala"
"211","Golden State Warriors","11/9/16","2016",2,11,26,"shot_no","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",-192,185,13,"andre-iguodala"
"212","Golden State Warriors","11/7/16","2016",1,3,1,"shot_no","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",-238,7,9,"andre-iguodala"
"213","Golden State Warriors","11/7/16","2016",3,4,32,"shot_no","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",-232,21,32,"andre-iguodala"
"214","Golden State Warriors","11/7/16","2016",1,2,7,"shot_no","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",-179,174,10,"andre-iguodala"
"215","Golden State Warriors","11/7/16","2016",2,8,8,"shot_no","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-183,188,16,"andre-iguodala"
"216","Golden State Warriors","11/4/16","2016",4,11,42,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-238,31,37,"andre-iguodala"
"217","Golden State Warriors","11/4/16","2016",2,0,1,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",178,174,24,"andre-iguodala"
"218","Golden State Warriors","11/4/16","2016",1,0,1,"shot_yes","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",62,241,12,"andre-iguodala"
"219","Golden State Warriors","11/4/16","2016",4,10,31,"shot_no","Jump Shot","2PT Field Goal",19,"Los Angeles Lakers",-78,184,38,"andre-iguodala"
"220","Golden State Warriors","11/3/16","2016",4,9,43,"shot_no","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-230,7,39,"andre-iguodala"
"221","Golden State Warriors","11/1/16","2016",4,8,33,"shot_yes","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-63,239,40,"andre-iguodala"
"222","Golden State Warriors","10/30/16","2016",1,2,39,"shot_no","Jump Shot","3PT Field Goal",26,"Phoenix Suns",-156,213,10,"andre-iguodala"
"223","Golden State Warriors","10/30/16","2016",4,3,26,"shot_no","Jump Shot","3PT Field Goal",23,"Phoenix Suns",-235,-19,45,"andre-iguodala"
"224","Golden State Warriors","10/30/16","2016",2,5,8,"shot_no","Jump Shot","3PT Field Goal",23,"Phoenix Suns",230,33,19,"andre-iguodala"
"225","Golden State Warriors","10/28/16","2016",3,6,23,"shot_yes","Jump Shot","3PT Field Goal",22,"New Orleans Pelicans",-227,-5,30,"andre-iguodala"
"226","Golden State Warriors","10/28/16","2016",3,5,34,"shot_yes","Jump Shot","2PT Field Goal",16,"New Orleans Pelicans",96,134,31,"andre-iguodala"
"227","Golden State Warriors","10/28/16","2016",4,2,54,"shot_no","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",-233,-1,46,"andre-iguodala"
"228","Golden State Warriors","10/28/16","2016",3,5,49,"shot_no","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",-233,3,31,"andre-iguodala"
"229","Golden State Warriors","10/25/16","2016",2,9,7,"shot_no","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",228,72,15,"andre-iguodala"
"230","Golden State Warriors","10/25/16","2016",2,3,56,"shot_no","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",225,61,21,"andre-iguodala"
"231","Golden State Warriors","2/28/17","2016",4,4,20,"shot_no","Jump Shot","3PT Field Goal",26,"Washington Wizards",222,136,44,"andre-iguodala"
"232","Golden State Warriors","2/28/17","2016",2,1,44,"shot_no","Jump Shot","3PT Field Goal",23,"Washington Wizards",236,36,23,"andre-iguodala"
"233","Golden State Warriors","2/27/17","2016",3,0,0,"shot_no","Jump Shot","3PT Field Goal",49,"Philadelphia 76ers",27,497,36,"andre-iguodala"
"234","Golden State Warriors","2/25/17","2016",1,0,57,"shot_no","Jump Shot","2PT Field Goal",8,"Brooklyn Nets",-56,70,12,"andre-iguodala"
"235","Golden State Warriors","2/25/17","2016",2,1,39,"shot_yes","Jump Shot","2PT Field Goal",19,"Brooklyn Nets",112,154,23,"andre-iguodala"
"236","Golden State Warriors","2/25/17","2016",4,9,19,"shot_no","Jump Shot","3PT Field Goal",22,"Brooklyn Nets",225,41,39,"andre-iguodala"
"237","Golden State Warriors","2/25/17","2016",1,5,5,"shot_yes","Jump Shot","3PT Field Goal",26,"Brooklyn Nets",137,228,7,"andre-iguodala"
"238","Golden State Warriors","2/23/17","2016",1,0,5,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",140,213,12,"andre-iguodala"
"239","Golden State Warriors","2/23/17","2016",3,3,48,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-155,218,33,"andre-iguodala"
"240","Golden State Warriors","2/23/17","2016",4,6,39,"shot_no","Jump Shot","2PT Field Goal",14,"Los Angeles Clippers",133,51,42,"andre-iguodala"
"241","Golden State Warriors","1/8/17","2016",1,0,2,"shot_no","Layup Shot","2PT Field Goal",3,"Sacramento Kings",28,16,12,"andre-iguodala"
"242","Golden State Warriors","12/8/16","2016",2,8,6,"shot_no","Layup Shot","2PT Field Goal",1,"Utah Jazz",0,11,16,"andre-iguodala"
"243","Golden State Warriors","11/1/16","2016",3,5,6,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",0,11,31,"andre-iguodala"
"244","Golden State Warriors","12/11/16","2016",4,2,0,"shot_no","Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",9,13,46,"andre-iguodala"
"245","Golden State Warriors","11/21/16","2016",1,2,34,"shot_no","Layup Shot","2PT Field Goal",1,"Indiana Pacers",9,7,10,"andre-iguodala"
"246","Golden State Warriors","2/13/17","2016",3,3,42,"shot_yes","Layup Shot","2PT Field Goal",1,"Denver Nuggets",15,2,33,"andre-iguodala"
"247","Golden State Warriors","11/21/16","2016",2,2,10,"shot_no","Layup Shot","2PT Field Goal",1,"Indiana Pacers",12,7,22,"andre-iguodala"
"248","Golden State Warriors","1/20/17","2016",1,0,38,"shot_no","Layup Shot","2PT Field Goal",2,"Houston Rockets",4,26,12,"andre-iguodala"
"249","Golden State Warriors","1/2/17","2016",2,11,28,"shot_yes","Layup Shot","2PT Field Goal",1,"Denver Nuggets",-9,7,13,"andre-iguodala"
"250","Golden State Warriors","3/29/17","2016",1,5,24,"shot_no","Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-12,-6,7,"andre-iguodala"
"251","Golden State Warriors","11/13/16","2016",3,1,54,"shot_no","Layup Shot","2PT Field Goal",1,"Phoenix Suns",-9,8,35,"andre-iguodala"
"252","Golden State Warriors","10/28/16","2016",1,3,48,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",6,8,9,"andre-iguodala"
"253","Golden State Warriors","3/20/17","2016",2,5,3,"shot_no","Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",27,2,19,"andre-iguodala"
"254","Golden State Warriors","11/18/16","2016",4,8,27,"shot_no","Layup Shot","2PT Field Goal",2,"Boston Celtics",-22,8,40,"andre-iguodala"
"255","Golden State Warriors","3/16/17","2016",4,8,39,"shot_no","Layup Shot","2PT Field Goal",1,"Orlando Magic",-11,13,40,"andre-iguodala"
"256","Golden State Warriors","12/7/16","2016",4,8,11,"shot_yes","Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-20,18,40,"andre-iguodala"
"257","Golden State Warriors","2/2/17","2016",3,1,26,"shot_no","Layup Shot","2PT Field Goal",0,"Los Angeles Clippers",4,8,35,"andre-iguodala"
"258","Golden State Warriors","11/28/16","2016",3,2,14,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Atlanta Hawks",-235,26,34,"andre-iguodala"
"259","Golden State Warriors","11/23/16","2016",4,8,30,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Los Angeles Lakers",78,178,40,"andre-iguodala"
"260","Golden State Warriors","12/20/16","2016",2,10,25,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Utah Jazz",233,77,14,"andre-iguodala"
"261","Golden State Warriors","11/23/16","2016",4,7,54,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Los Angeles Lakers",-181,174,41,"andre-iguodala"
"262","Golden State Warriors","12/17/16","2016",2,8,52,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",64,257,16,"andre-iguodala"
"263","Golden State Warriors","2/23/17","2016",2,8,28,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Los Angeles Clippers",-137,129,16,"andre-iguodala"
"264","Golden State Warriors","2/15/17","2016",3,1,3,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Sacramento Kings",-227,41,35,"andre-iguodala"
"265","Golden State Warriors","3/6/17","2016",3,2,23,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Atlanta Hawks",104,131,34,"andre-iguodala"
"266","Golden State Warriors","3/29/17","2016",3,1,19,"shot_yes","Pullup Jump shot","2PT Field Goal",15,"San Antonio Spurs",64,144,35,"andre-iguodala"
"267","Golden State Warriors","3/14/17","2016",1,1,27,"shot_yes","Pullup Jump shot","3PT Field Goal",22,"Philadelphia 76ers",228,3,11,"andre-iguodala"
"268","Golden State Warriors","12/11/16","2016",4,2,43,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Minnesota Timberwolves",-166,134,46,"andre-iguodala"
"269","Golden State Warriors","12/8/16","2016",3,3,41,"shot_yes","Pullup Jump shot","2PT Field Goal",17,"Utah Jazz",78,156,33,"andre-iguodala"
"270","Golden State Warriors","4/4/17","2016",2,9,35,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Minnesota Timberwolves",227,62,15,"andre-iguodala"
"271","Golden State Warriors","3/31/17","2016",1,4,9,"shot_yes","Pullup Jump shot","2PT Field Goal",20,"Houston Rockets",99,174,8,"andre-iguodala"
"272","Golden State Warriors","1/29/17","2016",3,0,29,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",79,234,36,"andre-iguodala"
"273","Golden State Warriors","1/29/17","2016",3,0,56,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Portland Trail Blazers",30,244,36,"andre-iguodala"
"274","Golden State Warriors","3/26/17","2016",2,7,17,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Memphis Grizzlies",-235,23,17,"andre-iguodala"
"275","Golden State Warriors","3/28/17","2016",3,0,27,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",125,214,36,"andre-iguodala"
"276","Golden State Warriors","12/3/16","2016",1,2,43,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Phoenix Suns",119,144,10,"andre-iguodala"
"277","Golden State Warriors","12/3/16","2016",4,11,10,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",-187,198,37,"andre-iguodala"
"278","Golden State Warriors","1/22/17","2016",4,3,15,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Orlando Magic",197,23,45,"andre-iguodala"
"279","Golden State Warriors","12/1/16","2016",1,3,47,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Houston Rockets",-158,203,9,"andre-iguodala"
"280","Golden State Warriors","1/16/17","2016",1,0,45,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Cleveland Cavaliers",-232,28,12,"andre-iguodala"
"281","Golden State Warriors","11/28/16","2016",1,3,27,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",-174,193,9,"andre-iguodala"
"282","Golden State Warriors","3/18/17","2016",3,2,41,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Milwaukee Bucks",228,61,34,"andre-iguodala"
"283","Golden State Warriors","12/30/16","2016",1,1,27,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Dallas Mavericks",-184,174,11,"andre-iguodala"
"284","Golden State Warriors","3/29/17","2016",1,0,1,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"San Antonio Spurs",169,106,12,"andre-iguodala"
"285","Golden State Warriors","11/13/16","2016",2,11,8,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",210,159,13,"andre-iguodala"
"286","Golden State Warriors","3/18/17","2016",3,4,7,"shot_yes","Pullup Jump shot","2PT Field Goal",17,"Milwaukee Bucks",133,110,32,"andre-iguodala"
"287","Golden State Warriors","3/18/17","2016",3,10,8,"shot_yes","Pullup Jump shot","2PT Field Goal",21,"Milwaukee Bucks",153,149,26,"andre-iguodala"
"288","Golden State Warriors","3/18/17","2016",1,4,19,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Milwaukee Bucks",-201,164,8,"andre-iguodala"
"289","Golden State Warriors","3/18/17","2016",1,5,22,"shot_yes","Pullup Jump shot","2PT Field Goal",11,"Milwaukee Bucks",-25,110,7,"andre-iguodala"
"290","Golden State Warriors","3/18/17","2016",3,1,45,"shot_no","Pullup Jump shot","3PT Field Goal",23,"Milwaukee Bucks",232,-15,35,"andre-iguodala"
"291","Golden State Warriors","3/29/17","2016",3,2,1,"shot_yes","Pullup Jump shot","2PT Field Goal",20,"San Antonio Spurs",181,95,34,"andre-iguodala"
"292","Golden State Warriors","12/8/16","2016",2,8,41,"shot_yes","Putback Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,16,"andre-iguodala"
"293","Golden State Warriors","11/19/16","2016",4,3,39,"shot_yes","Putback Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,45,"andre-iguodala"
"294","Golden State Warriors","2/11/17","2016",1,4,25,"shot_no","Putback Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,8,"andre-iguodala"
"295","Golden State Warriors","3/16/17","2016",3,5,51,"shot_yes","Putback Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,31,"andre-iguodala"
"296","Golden State Warriors","11/18/16","2016",4,8,25,"shot_yes","Putback Layup Shot","2PT Field Goal",2,"Boston Celtics",-20,7,40,"andre-iguodala"
"297","Golden State Warriors","10/30/16","2016",4,9,48,"shot_yes","Putback Layup Shot","2PT Field Goal",1,"Phoenix Suns",9,8,39,"andre-iguodala"
"298","Golden State Warriors","2/15/17","2016",4,9,46,"shot_yes","Putback Layup Shot","2PT Field Goal",1,"Sacramento Kings",0,13,39,"andre-iguodala"
"299","Golden State Warriors","2/4/17","2016",4,2,35,"shot_yes","Reverse Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,46,"andre-iguodala"
"300","Golden State Warriors","12/7/16","2016",2,9,53,"shot_yes","Reverse Dunk Shot","2PT Field Goal",2,"Los Angeles Clippers",19,16,15,"andre-iguodala"
"301","Golden State Warriors","2/27/17","2016",3,0,47,"shot_yes","Reverse Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,36,"andre-iguodala"
"302","Golden State Warriors","1/6/17","2016",2,3,28,"shot_yes","Reverse Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,21,"andre-iguodala"
"303","Golden State Warriors","3/14/17","2016",2,0,37,"shot_no","Reverse Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-7,8,24,"andre-iguodala"
"304","Golden State Warriors","2/28/17","2016",2,9,29,"shot_yes","Reverse Layup Shot","2PT Field Goal",2,"Washington Wizards",-19,16,15,"andre-iguodala"
"305","Golden State Warriors","3/16/17","2016",2,8,3,"shot_yes","Running Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,16,"andre-iguodala"
"306","Golden State Warriors","11/23/16","2016",4,10,2,"shot_yes","Running Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,38,"andre-iguodala"
"307","Golden State Warriors","3/24/17","2016",3,3,28,"shot_yes","Running Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,33,"andre-iguodala"
"308","Golden State Warriors","2/1/17","2016",1,5,2,"shot_yes","Running Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,7,"andre-iguodala"
"309","Golden State Warriors","3/26/17","2016",3,2,8,"shot_yes","Running Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,34,"andre-iguodala"
